,image_name,group_id,group_start_frame_idx,frame_idx,left_most_column,right_most_column,left_most_index,right_most_index
5,content\data\images\10H-20L\image_group_24_frame_2453.0.jpg,24,2156.0,2453.0,686,907,2,9
6,content\data\images\10H-20L\image_group_24_frame_2454.0.jpg,24,2156.0,2454.0,809,1235,6,2
7,content\data\images\10H-20L\image_group_24_frame_2455.0.jpg,24,2156.0,2455.0,686,907,3,8
8,content\data\images\10H-20L\image_group_24_frame_2456.0.jpg,24,2156.0,2456.0,706,1235,5,1
9,content\data\images\10H-20L\image_group_24_frame_2458.0.jpg,24,2156.0,2458.0,686,1235,4,0
0,content\data\images\10H-20L\image_group_25_frame_2501.0.jpg,25,2466.0,2501.0,906,1215,6,6
1,content\data\images\10H-20L\image_group_25_frame_2502.0.jpg,25,2466.0,2502.0,906,1233,7,5
2,content\data\images\10H-20L\image_group_25_frame_2503.0.jpg,25,2466.0,2503.0,689,1119,0,7
3,content\data\images\10H-20L\image_group_25_frame_2504.0.jpg,25,2466.0,2504.0,906,1233,8,4
4,content\data\images\10H-20L\image_group_25_frame_2505.0.jpg,25,2466.0,2505.0,689,959,1,8
5,content\data\images\10H-20L\image_group_25_frame_2506.0.jpg,25,2466.0,2506.0,906,1233,9,3
6,content\data\images\10H-20L\image_group_25_frame_2507.0.jpg,25,2466.0,2507.0,689,907,2,9
7,content\data\images\10H-20L\image_group_25_frame_2508.0.jpg,25,2466.0,2508.0,801,1233,5,2
8,content\data\images\10H-20L\image_group_25_frame_2510.0.jpg,25,2466.0,2510.0,706,1233,4,1
9,content\data\images\10H-20L\image_group_25_frame_2512.0.jpg,25,2466.0,2512.0,689,1233,3,0
0,content\data\images\10H-20L\image_group_26_frame_2555.0.jpg,26,2520.0,2555.0,906,1229,7,5
1,content\data\images\10H-20L\image_group_26_frame_2557.0.jpg,26,2520.0,2557.0,690,1169,0,6
2,content\data\images\10H-20L\image_group_26_frame_2558.0.jpg,26,2520.0,2558.0,906,1233,8,2
