,image_name,group_id,group_start_frame_idx,frame_idx,left_most_column,right_most_column,left_most_index,right_most_index
0,content\data\images\25H-30L\image_group_10_frame_983.0.jpg,10,946.0,983.0,679,1081,0,5
1,content\data\images\25H-30L\image_group_10_frame_984.0.jpg,10,946.0,984.0,999,1253,7,2
2,content\data\images\25H-30L\image_group_10_frame_986.0.jpg,10,946.0,986.0,679,890,1,7
3,content\data\images\25H-30L\image_group_10_frame_987.0.jpg,10,946.0,987.0,819,1253,5,1
4,content\data\images\25H-30L\image_group_10_frame_989.0.jpg,10,946.0,989.0,680,769,3,8
5,content\data\images\25H-30L\image_group_10_frame_990.0.jpg,10,946.0,990.0,685,1171,4,3
6,content\data\images\25H-30L\image_group_10_frame_991.0.jpg,10,946.0,991.0,1047,1253,8,0
7,content\data\images\25H-30L\image_group_10_frame_993.0.jpg,10,946.0,993.0,679,961,2,6
8,content\data\images\25H-30L\image_group_10_frame_994.0.jpg,10,946.0,994.0,915,1111,6,4
0,content\data\images\25H-30L\image_group_11_frame_1036.0.jpg,11,1000.0,1036.0,691,857,2,8
1,content\data\images\25H-30L\image_group_11_frame_1037.0.jpg,11,1000.0,1037.0,724,1217,4,4
2,content\data\images\25H-30L\image_group_11_frame_1038.0.jpg,11,1000.0,1038.0,1057,1243,8,2
3,content\data\images\25H-30L\image_group_11_frame_1040.0.jpg,11,1000.0,1040.0,690,1047,0,6
4,content\data\images\25H-30L\image_group_11_frame_1041.0.jpg,11,1000.0,1041.0,970,1243,6,1
5,content\data\images\25H-30L\image_group_11_frame_1043.0.jpg,11,1000.0,1043.0,690,881,1,7
6,content\data\images\25H-30L\image_group_11_frame_1044.0.jpg,11,1000.0,1044.0,798,1243,5,0
7,content\data\images\25H-30L\image_group_11_frame_1047.0.jpg,11,1000.0,1047.0,692,1145,3,5
8,content\data\images\25H-30L\image_group_11_frame_1048.0.jpg,11,1000.0,1048.0,1017,1235,7,3
0,content\data\images\25H-30L\image_group_12_frame_1201.0.jpg,12,1054.0,1201.0,708,1013,0,4
1,content\data\images\25H-30L\image_group_12_frame_1202.0.jpg,12,1054.0,1202.0,965,1225,7,3
2,content\data\images\25H-30L\image_group_12_frame_1204.0.jpg,12,1054.0,1204.0,708,997,1,5
3,content\data\images\25H-30L\image_group_12_frame_1205.0.jpg,12,1054.0,1205.0,956,1225,6,2
4,content\data\images\25H-30L\image_group_12_frame_1207.0.jpg,12,1054.0,1207.0,708,985,2,6
5,content\data\images\25H-30L\image_group_12_frame_1208.0.jpg,12,1054.0,1208.0,937,1225,5,1
6,content\data\images\25H-30L\image_group_12_frame_1210.0.jpg,12,1054.0,1210.0,709,975,3,7
7,content\data\images\25H-30L\image_group_12_frame_1211.0.jpg,12,1054.0,1211.0,916,1225,4,0
0,content\data\images\25H-30L\image_group_13_frame_1254.0.jpg,13,1219.0,1254.0,688,860,0,5
1,content\data\images\25H-30L\image_group_13_frame_1255.0.jpg,13,1219.0,1255.0,724,1241,7,2
2,content\data\images\25H-30L\image_group_13_frame_1257.0.jpg,13,1219.0,1257.0,688,859,1,7
3,content\data\images\25H-30L\image_group_13_frame_1258.0.jpg,13,1219.0,1258.0,722,1241,5,1
4,content\data\images\25H-30L\image_group_13_frame_1260.0.jpg,13,1219.0,1260.0,688,860,2,4
5,content\data\images\25H-30L\image_group_13_frame_1261.0.jpg,13,1219.0,1261.0,722,1241,6,0
6,content\data\images\25H-30L\image_group_13_frame_1263.0.jpg,13,1219.0,1263.0,688,859,3,6
7,content\data\images\25H-30L\image_group_13_frame_1264.0.jpg,13,1219.0,1264.0,721,1239,4,3
0,content\data\images\25H-30L\image_group_14_frame_1308.0.jpg,14,1272.0,1308.0,796,1211,6,7
1,content\data\images\25H-30L\image_group_14_frame_1309.0.jpg,14,1272.0,1309.0,1067,1259,7,3
2,content\data\images\25H-30L\image_group_14_frame_1311.0.jpg,14,1272.0,1311.0,676,1215,2,6
3,content\data\images\25H-30L\image_group_14_frame_1312.0.jpg,14,1272.0,1312.0,1070,1259,8,2
4,content\data\images\25H-30L\image_group_14_frame_1314.0.jpg,14,1272.0,1314.0,677,1221,3,5
5,content\data\images\25H-30L\image_group_14_frame_1315.0.jpg,14,1272.0,1315.0,1076,1259,9,1
6,content\data\images\25H-30L\image_group_14_frame_1316.0.jpg,14,1272.0,1316.0,674,773,0,10
7,content\data\images\25H-30L\image_group_14_frame_1317.0.jpg,14,1272.0,1317.0,678,1225,4,4
8,content\data\images\25H-30L\image_group_14_frame_1318.0.jpg,14,1272.0,1318.0,1077,1259,10,0
9,content\data\images\25H-30L\image_group_14_frame_1319.0.jpg,14,1272.0,1319.0,674,777,1,9
10,content\data\images\25H-30L\image_group_14_frame_1320.0.jpg,14,1272.0,1320.0,680,919,5,8
0,content\data\images\25H-30L\image_group_15_frame_1364.0.jpg,15,1326.0,1364.0,694,1193,1,7
1,content\data\images\25H-30L\image_group_15_frame_1365.0.jpg,15,1326.0,1365.0,1037,1241,5,3
2,content\data\images\25H-30L\image_group_15_frame_1367.0.jpg,15,1326.0,1367.0,695,1199,2,6
3,content\data\images\25H-30L\image_group_15_frame_1368.0.jpg,15,1326.0,1368.0,1043,1241,6,2
4,content\data\images\25H-30L\image_group_15_frame_1370.0.jpg,15,1326.0,1370.0,696,1203,3,5
5,content\data\images\25H-30L\image_group_15_frame_1371.0.jpg,15,1326.0,1371.0,1046,1241,7,1
6,content\data\images\25H-30L\image_group_15_frame_1372.0.jpg,15,1326.0,1372.0,693,785,0,8
7,content\data\images\25H-30L\image_group_15_frame_1373.0.jpg,15,1326.0,1373.0,698,1209,4,4
8,content\data\images\25H-30L\image_group_15_frame_1374.0.jpg,15,1326.0,1374.0,1047,1241,8,0
0,content\data\images\25H-30L\image_group_16_frame_1526.0.jpg,16,1381.0,1526.0,708,913,0,8
1,content\data\images\25H-30L\image_group_16_frame_1527.0.jpg,16,1381.0,1527.0,839,1227,6,2
2,content\data\images\25H-30L\image_group_16_frame_1529.0.jpg,16,1381.0,1529.0,708,1073,1,6
3,content\data\images\25H-30L\image_group_16_frame_1530.0.jpg,16,1381.0,1530.0,989,1227,8,1
4,content\data\images\25H-30L\image_group_16_frame_1532.0.jpg,16,1381.0,1532.0,710,1213,4,5
5,content\data\images\25H-30L\image_group_16_frame_1533.0.jpg,16,1381.0,1533.0,1048,1227,9,0
6,content\data\images\25H-30L\image_group_16_frame_1534.0.jpg,16,1381.0,1534.0,708,905,2,9
7,content\data\images\25H-30L\image_group_16_frame_1535.0.jpg,16,1381.0,1535.0,718,1226,5,4
8,content\data\images\25H-30L\image_group_16_frame_1537.0.jpg,16,1381.0,1537.0,708,1051,3,7
9,content\data\images\25H-30L\image_group_16_frame_1538.0.jpg,16,1381.0,1538.0,980,1226,7,3
0,content\data\images\25H-30L\image_group_17_frame_1582.0.jpg,17,1545.0,1582.0,688,1217,0,5
1,content\data\images\25H-30L\image_group_17_frame_1583.0.jpg,17,1545.0,1583.0,1072,1247,6,3
2,content\data\images\25H-30L\image_group_17_frame_1584.0.jpg,17,1545.0,1584.0,688,881,1,7
3,content\data\images\25H-30L\image_group_17_frame_1585.0.jpg,17,1545.0,1585.0,772,1247,4,2
4,content\data\images\25H-30L\image_group_17_frame_1587.0.jpg,17,1545.0,1587.0,688,1027,2,6
5,content\data\images\25H-30L\image_group_17_frame_1588.0.jpg,17,1545.0,1588.0,984,1247,5,1
6,content\data\images\25H-30L\image_group_17_frame_1590.0.jpg,17,1545.0,1590.0,688,1219,3,4
7,content\data\images\25H-30L\image_group_17_frame_1591.0.jpg,17,1545.0,1591.0,1072,1247,7,0
0,content\data\images\25H-30L\image_group_18_frame_1634.0.jpg,18,1598.0,1634.0,672,893,0,8
1,content\data\images\25H-30L\image_group_18_frame_1635.0.jpg,18,1598.0,1635.0,818,1260,6,2
2,content\data\images\25H-30L\image_group_18_frame_1637.0.jpg,18,1598.0,1637.0,672,1108,1,6
3,content\data\images\25H-30L\image_group_18_frame_1638.0.jpg,18,1598.0,1638.0,1006,1261,8,1
4,content\data\images\25H-30L\image_group_18_frame_1639.0.jpg,18,1598.0,1639.0,672,781,2,9
5,content\data\images\25H-30L\image_group_18_frame_1640.0.jpg,18,1598.0,1640.0,680,1257,5,4
6,content\data\images\25H-30L\image_group_18_frame_1642.0.jpg,18,1598.0,1642.0,672,909,3,7
7,content\data\images\25H-30L\image_group_18_frame_1643.0.jpg,18,1598.0,1643.0,838,1261,7,0
8,content\data\images\25H-30L\image_group_18_frame_1645.0.jpg,18,1598.0,1645.0,672,1129,4,5
9,content\data\images\25H-30L\image_group_18_frame_1646.0.jpg,18,1598.0,1646.0,1017,1259,9,3
0,content\data\images\25H-30L\image_group_19_frame_1689.0.jpg,19,1653.0,1689.0,692,863,0,8
1,content\data\images\25H-30L\image_group_19_frame_1690.0.jpg,19,1653.0,1690.0,760,1241,5,3
2,content\data\images\25H-30L\image_group_19_frame_1692.0.jpg,19,1653.0,1692.0,692,1027,1,5
3,content\data\images\25H-30L\image_group_19_frame_1693.0.jpg,19,1653.0,1693.0,949,1241,7,2
4,content\data\images\25H-30L\image_group_19_frame_1695.0.jpg,19,1653.0,1695.0,692,1213,2,4
5,content\data\images\25H-30L\image_group_19_frame_1696.0.jpg,19,1653.0,1696.0,1048,1241,8,1
6,content\data\images\25H-30L\image_group_19_frame_1697.0.jpg,19,1653.0,1697.0,692,869,3,7
7,content\data\images\25H-30L\image_group_19_frame_1698.0.jpg,19,1653.0,1698.0,777,1241,6,0
8,content\data\images\25H-30L\image_group_19_frame_1700.0.jpg,19,1653.0,1700.0,692,873,4,6
0,content\data\images\25H-30L\image_group_20_frame_1913.0.jpg,20,1706.0,1913.0,708,853,0,9
1,content\data\images\25H-30L\image_group_20_frame_1914.0.jpg,20,1706.0,1914.0,739,1227,5,4
2,content\data\images\25H-30L\image_group_20_frame_1916.0.jpg,20,1706.0,1916.0,708,1143,1,6
3,content\data\images\25H-30L\image_group_20_frame_1917.0.jpg,20,1706.0,1917.0,1016,1227,8,3
4,content\data\images\25H-30L\image_group_20_frame_1918.0.jpg,20,1706.0,1918.0,708,909,2,8
5,content\data\images\25H-30L\image_group_20_frame_1919.0.jpg,20,1706.0,1919.0,834,1227,6,2
6,content\data\images\25H-30L\image_group_20_frame_1921.0.jpg,20,1706.0,1921.0,708,1215,3,5
7,content\data\images\25H-30L\image_group_20_frame_1922.0.jpg,20,1706.0,1922.0,1048,1227,9,1
8,content\data\images\25H-30L\image_group_20_frame_1923.0.jpg,20,1706.0,1923.0,708,1001,4,7
9,content\data\images\25H-30L\image_group_20_frame_1924.0.jpg,20,1706.0,1924.0,953,1227,7,0
0,content\data\images\25H-30L\image_group_21_frame_1968.0.jpg,21,1931.0,1968.0,687,959,0,7
1,content\data\images\25H-30L\image_group_21_frame_1969.0.jpg,21,1931.0,1969.0,915,1249,6,3
2,content\data\images\25H-30L\image_group_21_frame_1971.0.jpg,21,1931.0,1971.0,693,1249,4,2
3,content\data\images\25H-30L\image_group_21_frame_1973.0.jpg,21,1931.0,1973.0,688,1101,2,6
4,content\data\images\25H-30L\image_group_21_frame_1974.0.jpg,21,1931.0,1974.0,1015,1249,7,1
5,content\data\images\25H-30L\image_group_21_frame_1975.0.jpg,21,1931.0,1975.0,688,879,3,8
6,content\data\images\25H-30L\image_group_21_frame_1976.0.jpg,21,1931.0,1976.0,770,1249,5,0
7,content\data\images\25H-30L\image_group_21_frame_1978.0.jpg,21,1931.0,1978.0,687,1217,1,5
8,content\data\images\25H-30L\image_group_21_frame_1979.0.jpg,21,1931.0,1979.0,1073,1247,8,4
0,content\data\images\25H-30L\image_group_22_frame_2021.0.jpg,22,1985.0,2021.0,840,1261,7,4
1,content\data\images\25H-30L\image_group_22_frame_2023.0.jpg,22,1985.0,2023.0,671,1229,0,5
2,content\data\images\25H-30L\image_group_22_frame_2024.0.jpg,22,1985.0,2024.0,1073,1261,10,3
3,content\data\images\25H-30L\image_group_22_frame_2025.0.jpg,22,1985.0,2025.0,671,967,1,7
4,content\data\images\25H-30L\image_group_22_frame_2026.0.jpg,22,1985.0,2026.0,903,1261,8,2
5,content\data\images\25H-30L\image_group_22_frame_2027.0.jpg,22,1985.0,2027.0,671,783,2,10
6,content\data\images\25H-30L\image_group_22_frame_2028.0.jpg,22,1985.0,2028.0,678,1261,5,1
7,content\data\images\25H-30L\image_group_22_frame_2030.0.jpg,22,1985.0,2030.0,671,1119,3,6
8,content\data\images\25H-30L\image_group_22_frame_2031.0.jpg,22,1985.0,2031.0,1009,1261,9,0
9,content\data\images\25H-30L\image_group_22_frame_2032.0.jpg,22,1985.0,2032.0,671,861,4,9
10,content\data\images\25H-30L\image_group_22_frame_2033.0.jpg,22,1985.0,2033.0,764,933,6,8
0,content\data\images\25H-30L\image_group_23_frame_2075.0.jpg,23,2039.0,2075.0,692,1151,0,5
1,content\data\images\25H-30L\image_group_23_frame_2076.0.jpg,23,2039.0,2076.0,1012,1243,8,1
2,content\data\images\25H-30L\image_group_23_frame_2077.0.jpg,23,2039.0,2077.0,692,901,1,7
3,content\data\images\25H-30L\image_group_23_frame_2078.0.jpg,23,2039.0,2078.0,818,1241,6,3
4,content\data\images\25H-30L\image_group_23_frame_2080.0.jpg,23,2039.0,2080.0,692,1235,2,4
5,content\data\images\25H-30L\image_group_23_frame_2082.0.jpg,23,2039.0,2082.0,692,1029,3,6
6,content\data\images\25H-30L\image_group_23_frame_2083.0.jpg,23,2039.0,2083.0,947,1243,7,0
7,content\data\images\25H-30L\image_group_23_frame_2084.0.jpg,23,2039.0,2084.0,692,820,4,8
8,content\data\images\25H-30L\image_group_23_frame_2085.0.jpg,23,2039.0,2085.0,724,1241,5,2
0,content\data\images\25H-30L\image_group_24_frame_2347.0.jpg,24,2094.0,2347.0,760,888,6,9
1,content\data\images\25H-30L\image_group_24_frame_2348.0.jpg,24,2094.0,2348.0,805,1225,7,4
2,content\data\images\25H-30L\image_group_24_frame_2349.0.jpg,24,2094.0,2349.0,709,807,2,10
3,content\data\images\25H-30L\image_group_24_frame_2350.0.jpg,24,2094.0,2350.0,720,1225,5,3
4,content\data\images\25H-30L\image_group_24_frame_2352.0.jpg,24,2094.0,2352.0,709,1223,3,5
5,content\data\images\25H-30L\image_group_24_frame_2354.0.jpg,24,2094.0,2354.0,708,1159,0,6
6,content\data\images\25H-30L\image_group_24_frame_2355.0.jpg,24,2094.0,2355.0,840,1225,8,2
7,content\data\images\25H-30L\image_group_24_frame_2356.0.jpg,24,2094.0,2356.0,708,1033,1,7
8,content\data\images\25H-30L\image_group_24_frame_2357.0.jpg,24,2094.0,2357.0,970,1225,10,1
9,content\data\images\25H-30L\image_group_24_frame_2358.0.jpg,24,2094.0,2358.0,709,917,4,8
10,content\data\images\25H-30L\image_group_24_frame_2359.0.jpg,24,2094.0,2359.0,851,1225,9,0
0,content\data\images\25H-30L\image_group_25_frame_2401.0.jpg,25,2365.0,2401.0,719,837,5,10
1,content\data\images\25H-30L\image_group_25_frame_2402.0.jpg,25,2365.0,2402.0,750,1251,6,5
2,content\data\images\25H-30L\image_group_25_frame_2404.0.jpg,25,2365.0,2404.0,687,1251,4,4
3,content\data\images\25H-30L\image_group_25_frame_2406.0.jpg,25,2365.0,2406.0,686,1239,2,6
4,content\data\images\25H-30L\image_group_25_frame_2407.0.jpg,25,2365.0,2407.0,1078,1251,10,3
5,content\data\images\25H-30L\image_group_25_frame_2408.0.jpg,25,2365.0,2408.0,685,1151,0,7
6,content\data\images\25H-30L\image_group_25_frame_2409.0.jpg,25,2365.0,2409.0,1038,1251,9,2
7,content\data\images\25H-30L\image_group_25_frame_2410.0.jpg,25,2365.0,2410.0,685,1005,1,8
8,content\data\images\25H-30L\image_group_25_frame_2411.0.jpg,25,2365.0,2411.0,963,1251,8,1
9,content\data\images\25H-30L\image_group_25_frame_2412.0.jpg,25,2365.0,2412.0,686,899,3,9
10,content\data\images\25H-30L\image_group_25_frame_2413.0.jpg,25,2365.0,2413.0,816,1251,7,0
0,content\data\images\25H-30L\image_group_26_frame_2455.0.jpg,26,2419.0,2455.0,718,845,6,9
1,content\data\images\25H-30L\image_group_26_frame_2456.0.jpg,26,2419.0,2456.0,745,1263,7,4
2,content\data\images\25H-30L\image_group_26_frame_2457.0.jpg,26,2419.0,2457.0,670,783,3,10
3,content\data\images\25H-30L\image_group_26_frame_2458.0.jpg,26,2419.0,2458.0,674,1263,5,3
4,content\data\images\25H-30L\image_group_26_frame_2460.0.jpg,26,2419.0,2460.0,669,1257,0,5
5,content\data\images\25H-30L\image_group_26_frame_2462.0.jpg,26,2419.0,2462.0,669,1181,1,6
6,content\data\images\25H-30L\image_group_26_frame_2463.0.jpg,26,2419.0,2463.0,1042,1263,10,2
7,content\data\images\25H-30L\image_group_26_frame_2464.0.jpg,26,2419.0,2464.0,670,1037,4,7
8,content\data\images\25H-30L\image_group_26_frame_2465.0.jpg,26,2419.0,2465.0,960,1264,9,0
9,content\data\images\25H-30L\image_group_26_frame_2466.0.jpg,26,2419.0,2466.0,669,909,2,8
10,content\data\images\25H-30L\image_group_26_frame_2467.0.jpg,26,2419.0,2467.0,826,1263,8,1
0,content\data\images\25H-30L\image_group_27_frame_2509.0.jpg,27,2473.0,2509.0,844,929,6,9
1,content\data\images\25H-30L\image_group_27_frame_2510.0.jpg,27,2473.0,2510.0,848,1241,7,5
2,content\data\images\25H-30L\image_group_27_frame_2511.0.jpg,27,2473.0,2511.0,693,841,0,10
3,content\data\images\25H-30L\image_group_27_frame_2512.0.jpg,27,2473.0,2512.0,737,1241,5,4
4,content\data\images\25H-30L\image_group_27_frame_2514.0.jpg,27,2473.0,2514.0,694,1241,1,3
5,content\data\images\25H-30L\image_group_27_frame_2516.0.jpg,27,2473.0,2516.0,694,1227,2,6
6,content\data\images\25H-30L\image_group_27_frame_2517.0.jpg,27,2473.0,2517.0,1056,1241,10,2
7,content\data\images\25H-30L\image_group_27_frame_2518.0.jpg,27,2473.0,2518.0,694,1143,3,7
8,content\data\images\25H-30L\image_group_27_frame_2519.0.jpg,27,2473.0,2519.0,1001,1241,9,1
9,content\data\images\25H-30L\image_group_27_frame_2520.0.jpg,27,2473.0,2520.0,694,1017,4,8
10,content\data\images\25H-30L\image_group_27_frame_2521.0.jpg,27,2473.0,2521.0,936,1241,8,0
0,content\data\images\25H-30L\image_group_28_frame_2687.0.jpg,28,2529.0,2687.0,709,1031,0,5
1,content\data\images\25H-30L\image_group_28_frame_2688.0.jpg,28,2529.0,2688.0,968,1225,11,4
2,content\data\images\25H-30L\image_group_28_frame_2689.0.jpg,28,2529.0,2689.0,709,981,1,7
3,content\data\images\25H-30L\image_group_28_frame_2690.0.jpg,28,2529.0,2690.0,916,1225,10,3
4,content\data\images\25H-30L\image_group_28_frame_2691.0.jpg,28,2529.0,2691.0,709,933,2,8
5,content\data\images\25H-30L\image_group_28_frame_2692.0.jpg,28,2529.0,2692.0,874,1225,9,2
6,content\data\images\25H-30L\image_group_28_frame_2693.0.jpg,28,2529.0,2693.0,709,905,3,9
7,content\data\images\25H-30L\image_group_28_frame_2694.0.jpg,28,2529.0,2694.0,820,1225,8,1
8,content\data\images\25H-30L\image_group_28_frame_2695.0.jpg,28,2529.0,2695.0,709,891,4,10
9,content\data\images\25H-30L\image_group_28_frame_2696.0.jpg,28,2529.0,2696.0,775,1225,7,0
10,content\data\images\25H-30L\image_group_28_frame_2697.0.jpg,28,2529.0,2697.0,710,835,5,11
11,content\data\images\25H-30L\image_group_28_frame_2698.0.jpg,28,2529.0,2698.0,740,987,6,6
0,content\data\images\25H-30L\image_group_29_frame_2740.0.jpg,29,2704.0,2740.0,685,889,1,6
1,content\data\images\25H-30L\image_group_29_frame_2741.0.jpg,29,2704.0,2741.0,796,1251,9,5
2,content\data\images\25H-30L\image_group_29_frame_2742.0.jpg,29,2704.0,2742.0,685,867,2,7
3,content\data\images\25H-30L\image_group_29_frame_2743.0.jpg,29,2704.0,2743.0,752,1251,8,4
4,content\data\images\25H-30L\image_group_29_frame_2744.0.jpg,29,2704.0,2744.0,685,815,3,8
