,image_name,group_id,group_start_frame_idx,frame_idx,left_most_column,right_most_column,left_most_index,right_most_index
0,content\data\images\15H-30L\image_group_0_frame_97.0.jpg,0,0.0,97.0,696,967,4,5
1,content\data\images\15H-30L\image_group_0_frame_98.0.jpg,0,0.0,98.0,918,1323,5,2
2,content\data\images\15H-30L\image_group_0_frame_101.0.jpg,0,0.0,101.0,606,659,0,7
3,content\data\images\15H-30L\image_group_0_frame_102.0.jpg,0,0.0,102.0,618,1077,2,4
4,content\data\images\15H-30L\image_group_0_frame_103.0.jpg,0,0.0,103.0,986,1323,6,1
5,content\data\images\15H-30L\image_group_0_frame_106.0.jpg,0,0.0,106.0,606,854,1,6
6,content\data\images\15H-30L\image_group_0_frame_107.0.jpg,0,0.0,107.0,658,1173,3,3
7,content\data\images\15H-30L\image_group_0_frame_108.0.jpg,0,0.0,108.0,1020,1323,7,0
0,content\data\images\15H-30L\image_group_1_frame_153.0.jpg,1,116.0,153.0,601,881,0,6
1,content\data\images\15H-30L\image_group_1_frame_154.0.jpg,1,116.0,154.0,728,1261,3,3
2,content\data\images\15H-30L\image_group_1_frame_155.0.jpg,1,116.0,155.0,1061,1327,5,1
3,content\data\images\15H-30L\image_group_1_frame_158.0.jpg,1,116.0,158.0,601,917,1,4
4,content\data\images\15H-30L\image_group_1_frame_159.0.jpg,1,116.0,159.0,838,1313,4,2
5,content\data\images\15H-30L\image_group_1_frame_160.0.jpg,1,116.0,160.0,1119,1327,6,0
6,content\data\images\15H-30L\image_group_1_frame_163.0.jpg,1,116.0,163.0,601,884,2,5
0,content\data\images\15H-30L\image_group_2_frame_205.0.jpg,2,169.0,205.0,846,1129,4,5
1,content\data\images\15H-30L\image_group_2_frame_206.0.jpg,2,169.0,206.0,1008,1329,5,2
2,content\data\images\15H-30L\image_group_2_frame_209.0.jpg,2,169.0,209.0,598,870,0,7
3,content\data\images\15H-30L\image_group_2_frame_210.0.jpg,2,169.0,210.0,698,1241,2,4
4,content\data\images\15H-30L\image_group_2_frame_211.0.jpg,2,169.0,211.0,1052,1329,6,1
5,content\data\images\15H-30L\image_group_2_frame_214.0.jpg,2,169.0,214.0,598,912,1,6
6,content\data\images\15H-30L\image_group_2_frame_215.0.jpg,2,169.0,215.0,819,1309,3,3
7,content\data\images\15H-30L\image_group_2_frame_216.0.jpg,2,169.0,216.0,1101,1329,7,0
0,content\data\images\15H-30L\image_group_3_frame_260.0.jpg,3,223.0,260.0,604,872,0,7
1,content\data\images\15H-30L\image_group_3_frame_261.0.jpg,3,223.0,261.0,696,1231,3,4
2,content\data\images\15H-30L\image_group_3_frame_262.0.jpg,3,223.0,262.0,1044,1325,6,1
3,content\data\images\15H-30L\image_group_3_frame_265.0.jpg,3,223.0,265.0,604,911,1,6
4,content\data\images\15H-30L\image_group_3_frame_266.0.jpg,3,223.0,266.0,812,1303,4,2
5,content\data\images\15H-30L\image_group_3_frame_267.0.jpg,3,223.0,267.0,1072,1325,7,0
6,content\data\images\15H-30L\image_group_3_frame_270.0.jpg,3,223.0,270.0,604,967,2,5
7,content\data\images\15H-30L\image_group_3_frame_271.0.jpg,3,223.0,271.0,945,1265,5,3
0,content\data\images\15H-30L\image_group_4_frame_471.0.jpg,4,279.0,471.0,1015,1141,6,3
1,content\data\images\15H-30L\image_group_4_frame_472.0.jpg,4,279.0,472.0,1007,1327,5,2
2,content\data\images\15H-30L\image_group_4_frame_475.0.jpg,4,279.0,475.0,604,1119,2,4
3,content\data\images\15H-30L\image_group_4_frame_476.0.jpg,4,279.0,476.0,1000,1327,4,1
4,content\data\images\15H-30L\image_group_4_frame_479.0.jpg,4,279.0,479.0,603,1099,0,5
5,content\data\images\15H-30L\image_group_4_frame_480.0.jpg,4,279.0,480.0,992,1327,3,0
6,content\data\images\15H-30L\image_group_4_frame_483.0.jpg,4,279.0,483.0,603,1077,1,6
0,content\data\images\15H-30L\image_group_5_frame_526.0.jpg,5,491.0,526.0,599,995,0,5
1,content\data\images\15H-30L\image_group_5_frame_527.0.jpg,5,491.0,527.0,961,1331,3,2
2,content\data\images\15H-30L\image_group_5_frame_530.0.jpg,5,491.0,530.0,600,999,2,4
3,content\data\images\15H-30L\image_group_5_frame_531.0.jpg,5,491.0,531.0,962,1331,4,1
4,content\data\images\15H-30L\image_group_5_frame_534.0.jpg,5,491.0,534.0,599,1001,1,3
5,content\data\images\15H-30L\image_group_5_frame_535.0.jpg,5,491.0,535.0,962,1331,5,0
0,content\data\images\15H-30L\image_group_6_frame_581.0.jpg,6,546.0,581.0,596,1087,0,5
1,content\data\images\15H-30L\image_group_6_frame_582.0.jpg,6,546.0,582.0,991,1331,3,2
2,content\data\images\15H-30L\image_group_6_frame_585.0.jpg,6,546.0,585.0,596,1093,1,4
3,content\data\images\15H-30L\image_group_6_frame_586.0.jpg,6,546.0,586.0,994,1331,4,1
4,content\data\images\15H-30L\image_group_6_frame_589.0.jpg,6,546.0,589.0,597,1099,2,3
5,content\data\images\15H-30L\image_group_6_frame_590.0.jpg,6,546.0,590.0,996,1331,5,0
0,content\data\images\15H-30L\image_group_7_frame_635.0.jpg,7,597.0,635.0,602,703,0,8
1,content\data\images\15H-30L\image_group_7_frame_636.0.jpg,7,597.0,636.0,640,1243,3,5
2,content\data\images\15H-30L\image_group_7_frame_637.0.jpg,7,597.0,637.0,1046,1327,6,2
3,content\data\images\15H-30L\image_group_7_frame_639.0.jpg,7,597.0,639.0,602,836,1,7
4,content\data\images\15H-30L\image_group_7_frame_640.0.jpg,7,597.0,640.0,650,1255,4,4
5,content\data\images\15H-30L\image_group_7_frame_641.0.jpg,7,597.0,641.0,1054,1327,7,1
6,content\data\images\15H-30L\image_group_7_frame_643.0.jpg,7,597.0,643.0,602,859,2,6
7,content\data\images\15H-30L\image_group_7_frame_644.0.jpg,7,597.0,644.0,660,1267,5,3
8,content\data\images\15H-30L\image_group_7_frame_645.0.jpg,7,597.0,645.0,1059,1327,8,0
0,content\data\images\15H-30L\image_group_8_frame_810.0.jpg,8,651.0,810.0,600,957,0,6
1,content\data\images\15H-30L\image_group_8_frame_811.0.jpg,8,651.0,811.0,930,1329,7,2
2,content\data\images\15H-30L\image_group_8_frame_813.0.jpg,8,651.0,813.0,601,808,2,8
3,content\data\images\15H-30L\image_group_8_frame_814.0.jpg,8,651.0,814.0,640,1297,4,4
4,content\data\images\15H-30L\image_group_8_frame_815.0.jpg,8,651.0,815.0,924,1329,6,1
5,content\data\images\15H-30L\image_group_8_frame_817.0.jpg,8,651.0,817.0,600,1015,1,5
6,content\data\images\15H-30L\image_group_8_frame_818.0.jpg,8,651.0,818.0,964,1329,8,0
7,content\data\images\15H-30L\image_group_8_frame_820.0.jpg,8,651.0,820.0,601,861,3,7
8,content\data\images\15H-30L\image_group_8_frame_821.0.jpg,8,651.0,821.0,670,1315,5,3
0,content\data\images\15H-30L\image_group_9_frame_864.0.jpg,9,828.0,864.0,598,868,0,7
1,content\data\images\15H-30L\image_group_9_frame_865.0.jpg,9,828.0,865.0,706,1329,4,2
2,content\data\images\15H-30L\image_group_9_frame_868.0.jpg,9,828.0,868.0,598,1157,1,5
3,content\data\images\15H-30L\image_group_9_frame_869.0.jpg,9,828.0,869.0,1017,1331,6,1
4,content\data\images\15H-30L\image_group_9_frame_871.0.jpg,9,828.0,871.0,598,899,2,6
5,content\data\images\15H-30L\image_group_9_frame_872.0.jpg,9,828.0,872.0,796,1331,5,0
6,content\data\images\15H-30L\image_group_9_frame_875.0.jpg,9,828.0,875.0,602,1243,3,4
7,content\data\images\15H-30L\image_group_9_frame_876.0.jpg,9,828.0,876.0,1052,1319,7,3
0,content\data\images\15H-30L\image_group_10_frame_918.0.jpg,10,882.0,918.0,596,862,2,7
1,content\data\images\15H-30L\image_group_10_frame_919.0.jpg,10,882.0,919.0,700,1331,4,2
2,content\data\images\15H-30L\image_group_10_frame_922.0.jpg,10,882.0,922.0,595,1161,0,5
3,content\data\images\15H-30L\image_group_10_frame_923.0.jpg,10,882.0,923.0,1017,1333,6,0
4,content\data\images\15H-30L\image_group_10_frame_925.0.jpg,10,882.0,925.0,595,902,1,6
5,content\data\images\15H-30L\image_group_10_frame_926.0.jpg,10,882.0,926.0,806,1331,5,1
6,content\data\images\15H-30L\image_group_10_frame_929.0.jpg,10,882.0,929.0,603,1255,3,4
7,content\data\images\15H-30L\image_group_10_frame_930.0.jpg,10,882.0,930.0,1060,1325,7,3
0,content\data\images\15H-30L\image_group_11_frame_972.0.jpg,11,936.0,972.0,600,898,0,7
1,content\data\images\15H-30L\image_group_11_frame_973.0.jpg,11,936.0,973.0,784,1329,5,3
2,content\data\images\15H-30L\image_group_11_frame_976.0.jpg,11,936.0,976.0,604,1237,3,5
