height,length,speed,strip,target_deltatime,deltatime_with_pitch,deltatime_without_pitch,error_with_pitch,error_without_pitch,horizontal_resolution,vertical_resolution
400,756,270,0,595545,2372000,1216052,266,181,356.0,107.0
400,756,270,1,595545,2378336,1225320,266,182,356.0,107.0
400,756,270,1,595545,2378336,1225320,266,182,356.0,107.0
400,756,270,2,595545,2386272,1229292,267,183,356.0,107.0
400,756,270,2,595545,2386272,1229292,267,183,356.0,107.0
400,756,270,3,595545,2381372,1231476,266,183,356.0,107.0
400,756,270,3,595545,2381372,1231476,266,183,356.0,107.0
400,756,300,0,535045,2379772,1227656,275,200,356.0,107.0
400,756,300,0,535045,2379772,1227656,275,200,356.0,107.0
400,756,300,1,535045,2371696,1231108,275,201,356.0,107.0
400,756,300,1,535045,2371696,1231108,275,201,356.0,107.0
400,756,300,2,535045,2378392,1216336,275,199,356.0,107.0
400,756,300,2,535045,2378392,1216336,275,199,356.0,107.0
400,756,300,3,535045,2374828,1231036,275,201,356.0,107.0
400,756,300,3,535045,2374828,1231036,275,201,356.0,107.0
400,756,330,0,487107,2372052,1216124,282,213,356.0,107.0
400,756,330,0,487107,2372052,1216124,282,213,356.0,107.0
400,756,330,1,487107,2381768,1216812,283,213,356.0,107.0
400,756,330,1,487107,2381768,1216812,283,213,356.0,107.0
400,756,330,2,487107,2386964,1223736,283,214,356.0,107.0
400,756,330,2,487107,2386964,1223736,283,214,356.0,107.0
400,756,330,3,487107,2377304,1216616,283,213,356.0,107.0
400,756,330,3,487107,2377304,1216616,283,213,356.0,107.0
500,539,150,0,2221893,2370912,1208592,10,-144,172.0,76.0
500,539,150,1,2221893,2364520,1218516,10,-141,172.0,76.0
500,539,150,2,2221893,2386740,1215216,11,-142,172.0,76.0
500,539,150,3,2221893,2368408,1216636,10,-142,172.0,76.0
500,539,180,0,1845699,2386516,1212688,38,-89,172.0,76.0
500,539,180,1,1845699,2367608,1216520,37,-88,172.0,76.0
500,539,180,2,1845699,2370856,1209596,38,-90,172.0,76.0
500,539,180,3,1845699,2372140,1215664,38,-89,172.0,76.0
500,539,210,0,1585623,2386744,1208644,57,-53,172.0,76.0
500,539,210,1,1585623,2366632,1214080,56,-52,172.0,76.0
500,539,210,2,1585623,2386744,1208488,57,-53,172.0,76.0
500,539,210,3,1585623,2368652,1215460,56,-52,172.0,76.0
500,539,240,0,1384274,2376912,1215224,71,-23,172.0,76.0
500,539,240,1,1384274,2380604,1213428,71,-24,172.0,76.0
500,539,240,2,1384274,2364116,1214984,71,-23,172.0,76.0
500,539,240,3,1384274,2378592,1215776,71,-23,172.0,76.0
500,539,270,0,1232640,2385104,1219428,83,-1,172.0,76.0
500,539,270,1,1232640,2378904,1214892,82,-2,172.0,76.0
500,539,270,2,1232640,2378744,1208516,82,-3,172.0,76.0
500,539,270,3,1232640,2368964,1215680,82,-2,172.0,76.0
500,539,300,0,1107419,2391208,1208560,92,14,172.0,76.0
500,539,300,1,1107419,2378744,1215236,91,15,172.0,76.0
500,539,300,2,1107419,2363972,1208560,91,14,172.0,76.0
500,539,300,3,1107419,2371988,1214752,91,15,172.0,76.0
500,539,330,0,1008200,2365164,1208552,98,28,172.0,76.0
500,539,330,1,1008200,2365368,1215468,98,29,172.0,76.0
500,539,330,2,1008200,2370788,1216812,98,29,172.0,76.0
500,539,330,3,1008200,2378984,1215956,99,29,172.0,76.0
500,651,150,0,1469867,2417152,1219812,101,-53,260.0,92.0
500,651,150,1,1469867,2367936,1218224,98,-53,260.0,92.0
500,651,150,2,1469867,2374440,1223956,99,-52,260.0,92.0
500,651,150,3,1469867,2375940,1221676,99,-52,260.0,92.0
500,651,180,0,1221001,2375204,1212448,126,-1,260.0,92.0
500,651,180,1,1221001,2367916,1212748,125,-1,260.0,92.0
500,651,180,2,1221001,2389408,1219120,127,0,260.0,92.0
500,651,180,3,1221001,2382436,1220708,126,0,260.0,92.0
500,651,210,0,1048951,2375284,1212836,145,35,260.0,92.0
500,651,210,1,1048951,2389996,1213292,145,35,260.0,92.0
500,651,210,2,1048951,2375284,1212556,145,35,260.0,92.0
500,651,210,3,1048951,2390120,1213064,145,35,260.0,92.0
500,651,240,0,915750,2383704,1219148,160,64,260.0,92.0
500,651,240,1,915750,2375996,1212876,159,63,260.0,92.0
500,651,240,2,915750,2384112,1224708,160,65,260.0,92.0
500,651,240,3,915750,2390736,1212488,160,63,260.0,92.0
500,651,270,0,815438,2382624,1218656,171,86,260.0,92.0
500,651,270,1,815438,2367932,1219172,170,86,260.0,92.0
500,651,270,2,815438,2367908,1212836,170,85,260.0,92.0
500,651,270,3,815438,2374964,1219532,170,86,260.0,92.0
500,651,300,0,732600,2375120,1224272,179,104,260.0,92.0
500,651,300,1,732600,2390528,1213052,180,102,260.0,92.0
500,651,300,2,732600,2375260,1212800,179,102,260.0,92.0
500,651,300,3,732600,2390456,1212472,180,102,260.0,92.0
500,651,330,0,666963,2383260,1212476,187,116,260.0,92.0
500,651,330,1,666963,2367932,1212512,186,116,260.0,92.0
500,651,330,2,666963,2374940,1219668,186,117,260.0,92.0
500,651,330,3,666963,2375948,1212416,187,116,260.0,92.0
500,756,150,0,1175894,2379384,1219860,164,11,325.0,107.0
500,756,150,1,1175894,2379520,1226524,164,13,325.0,107.0
500,756,150,2,1175894,2386152,1225384,164,13,325.0,107.0
500,756,150,3,1175894,2380924,1216596,164,10,325.0,107.0
500,756,180,0,976800,2379336,1231236,191,67,325.0,107.0
500,756,180,1,976800,2378840,1216268,191,63,325.0,107.0
500,756,180,2,976800,2379248,1223828,191,65,325.0,107.0
500,756,180,3,976800,2378732,1225704,191,65,325.0,107.0
500,756,210,0,839160,2379236,1225540,210,102,325.0,107.0
500,756,210,1,839160,2379728,1225740,210,102,325.0,107.0
500,756,210,2,839160,2386340,1216160,210,100,325.0,107.0
500,756,210,3,839160,2378672,1216088,210,100,325.0,107.0
500,756,240,0,732600,2378308,1216272,224,129,325.0,107.0
500,756,240,1,732600,2378308,1224280,224,130,325.0,107.0
500,756,240,2,732600,2380392,1216188,224,129,325.0,107.0
500,756,240,3,732600,2377368,1222980,224,130,325.0,107.0
500,756,270,0,652351,2386176,1216632,236,150,325.0,107.0
500,756,270,1,652351,2374008,1220256,235,151,325.0,107.0
500,756,270,2,652351,2386248,1231384,236,152,325.0,107.0
500,756,270,3,652351,2378628,1216608,235,150,325.0,107.0
500,756,300,0,586080,2372268,1223468,244,169,325.0,107.0
500,756,300,1,586080,2378184,1230852,244,170,325.0,107.0
500,756,300,2,586080,2379392,1216124,244,168,325.0,107.0
500,756,300,3,586080,2386880,1216100,245,168,325.0,107.0
500,756,330,0,533570,2386984,1222788,252,183,325.0,107.0
500,756,330,1,533570,2381284,1216900,252,182,325.0,107.0
500,756,330,2,533570,2371716,1223448,251,183,325.0,107.0
500,756,330,3,533570,2378260,1226524,252,183,325.0,107.0
