,group_id,original_img,edge_img,group_order,column
0,0,image_group_0_frame_135.0.jpg,image_group_0_frame_135.0-edges.jpg,0,left_most_index
1,0,image_group_0_frame_140.0.jpg,image_group_0_frame_140.0-edges.jpg,1,left_most_index
2,0,image_group_0_frame_142.0.jpg,image_group_0_frame_142.0-edges.jpg,0,right_most_index
3,0,image_group_0_frame_137.0.jpg,image_group_0_frame_137.0-edges.jpg,1,right_most_index
0,1,image_group_1_frame_187.0.jpg,image_group_1_frame_187.0-edges.jpg,0,left_most_index
1,1,image_group_1_frame_192.0.jpg,image_group_1_frame_192.0-edges.jpg,1,left_most_index
2,1,image_group_1_frame_189.0.jpg,image_group_1_frame_189.0-edges.jpg,0,right_most_index
3,1,image_group_1_frame_193.0.jpg,image_group_1_frame_193.0-edges.jpg,1,right_most_index
0,2,image_group_2_frame_243.0.jpg,image_group_2_frame_243.0-edges.jpg,0,left_most_index
1,2,image_group_2_frame_248.0.jpg,image_group_2_frame_248.0-edges.jpg,1,left_most_index
2,2,image_group_2_frame_245.0.jpg,image_group_2_frame_245.0-edges.jpg,0,right_most_index
3,2,image_group_2_frame_249.0.jpg,image_group_2_frame_249.0-edges.jpg,1,right_most_index
0,3,image_group_3_frame_299.0.jpg,image_group_3_frame_299.0-edges.jpg,0,left_most_index
1,3,image_group_3_frame_294.0.jpg,image_group_3_frame_294.0-edges.jpg,1,left_most_index
2,3,image_group_3_frame_305.0.jpg,image_group_3_frame_305.0-edges.jpg,0,right_most_index
3,3,image_group_3_frame_301.0.jpg,image_group_3_frame_301.0-edges.jpg,1,right_most_index
0,4,image_group_4_frame_483.0.jpg,image_group_4_frame_483.0-edges.jpg,0,left_most_index
1,4,image_group_4_frame_487.0.jpg,image_group_4_frame_487.0-edges.jpg,1,left_most_index
2,4,image_group_4_frame_484.0.jpg,image_group_4_frame_484.0-edges.jpg,0,right_most_index
3,4,image_group_4_frame_488.0.jpg,image_group_4_frame_488.0-edges.jpg,1,right_most_index
0,5,image_group_5_frame_538.0.jpg,image_group_5_frame_538.0-edges.jpg,0,left_most_index
1,5,image_group_5_frame_542.0.jpg,image_group_5_frame_542.0-edges.jpg,1,left_most_index
2,5,image_group_5_frame_548.0.jpg,image_group_5_frame_548.0-edges.jpg,0,right_most_index
3,5,image_group_5_frame_544.0.jpg,image_group_5_frame_544.0-edges.jpg,1,right_most_index
0,6,image_group_6_frame_593.0.jpg,image_group_6_frame_593.0-edges.jpg,0,left_most_index
1,6,image_group_6_frame_597.0.jpg,image_group_6_frame_597.0-edges.jpg,1,left_most_index
2,6,image_group_6_frame_591.0.jpg,image_group_6_frame_591.0-edges.jpg,0,right_most_index
3,6,image_group_6_frame_598.0.jpg,image_group_6_frame_598.0-edges.jpg,1,right_most_index
0,7,image_group_7_frame_648.0.jpg,image_group_7_frame_648.0-edges.jpg,0,left_most_index
1,7,image_group_7_frame_652.0.jpg,image_group_7_frame_652.0-edges.jpg,1,left_most_index
2,7,image_group_7_frame_653.0.jpg,image_group_7_frame_653.0-edges.jpg,0,right_most_index
3,7,image_group_7_frame_649.0.jpg,image_group_7_frame_649.0-edges.jpg,1,right_most_index
0,8,image_group_8_frame_799.0.jpg,image_group_8_frame_799.0-edges.jpg,0,left_most_index
1,8,image_group_8_frame_802.0.jpg,image_group_8_frame_802.0-edges.jpg,1,left_most_index
2,8,image_group_8_frame_807.0.jpg,image_group_8_frame_807.0-edges.jpg,0,right_most_index
3,8,image_group_8_frame_804.0.jpg,image_group_8_frame_804.0-edges.jpg,1,right_most_index
0,9,image_group_9_frame_853.0.jpg,image_group_9_frame_853.0-edges.jpg,0,left_most_index
1,9,image_group_9_frame_856.0.jpg,image_group_9_frame_856.0-edges.jpg,1,left_most_index
2,9,image_group_9_frame_861.0.jpg,image_group_9_frame_861.0-edges.jpg,0,right_most_index
3,9,image_group_9_frame_854.0.jpg,image_group_9_frame_854.0-edges.jpg,1,right_most_index
0,10,image_group_10_frame_910.0.jpg,image_group_10_frame_910.0-edges.jpg,0,left_most_index
1,10,image_group_10_frame_913.0.jpg,image_group_10_frame_913.0-edges.jpg,1,left_most_index
2,10,image_group_10_frame_915.0.jpg,image_group_10_frame_915.0-edges.jpg,0,right_most_index
3,10,image_group_10_frame_911.0.jpg,image_group_10_frame_911.0-edges.jpg,1,right_most_index
0,11,image_group_11_frame_964.0.jpg,image_group_11_frame_964.0-edges.jpg,0,left_most_index
1,11,image_group_11_frame_960.0.jpg,image_group_11_frame_960.0-edges.jpg,1,left_most_index
2,11,image_group_11_frame_968.0.jpg,image_group_11_frame_968.0-edges.jpg,0,right_most_index
3,11,image_group_11_frame_965.0.jpg,image_group_11_frame_965.0-edges.jpg,1,right_most_index
0,12,image_group_12_frame_1174.0.jpg,image_group_12_frame_1174.0-edges.jpg,0,left_most_index
1,12,image_group_12_frame_1177.0.jpg,image_group_12_frame_1177.0-edges.jpg,1,left_most_index
2,12,image_group_12_frame_1181.0.jpg,image_group_12_frame_1181.0-edges.jpg,0,right_most_index
3,12,image_group_12_frame_1178.0.jpg,image_group_12_frame_1178.0-edges.jpg,1,right_most_index
0,13,image_group_13_frame_1227.0.jpg,image_group_13_frame_1227.0-edges.jpg,0,left_most_index
1,13,image_group_13_frame_1230.0.jpg,image_group_13_frame_1230.0-edges.jpg,1,left_most_index
2,13,image_group_13_frame_1234.0.jpg,image_group_13_frame_1234.0-edges.jpg,0,right_most_index
3,13,image_group_13_frame_1231.0.jpg,image_group_13_frame_1231.0-edges.jpg,1,right_most_index
0,14,image_group_14_frame_1280.0.jpg,image_group_14_frame_1280.0-edges.jpg,0,left_most_index
1,14,image_group_14_frame_1283.0.jpg,image_group_14_frame_1283.0-edges.jpg,1,left_most_index
2,14,image_group_14_frame_1290.0.jpg,image_group_14_frame_1290.0-edges.jpg,0,right_most_index
3,14,image_group_14_frame_1287.0.jpg,image_group_14_frame_1287.0-edges.jpg,1,right_most_index
0,15,image_group_15_frame_1336.0.jpg,image_group_15_frame_1336.0-edges.jpg,0,left_most_index
1,15,image_group_15_frame_1339.0.jpg,image_group_15_frame_1339.0-edges.jpg,1,left_most_index
2,15,image_group_15_frame_1343.0.jpg,image_group_15_frame_1343.0-edges.jpg,0,right_most_index
3,15,image_group_15_frame_1340.0.jpg,image_group_15_frame_1340.0-edges.jpg,1,right_most_index
0,16,image_group_16_frame_1560.0.jpg,image_group_16_frame_1560.0-edges.jpg,0,left_most_index
1,16,image_group_16_frame_1562.0.jpg,image_group_16_frame_1562.0-edges.jpg,1,left_most_index
2,16,image_group_16_frame_1569.0.jpg,image_group_16_frame_1569.0-edges.jpg,0,right_most_index
3,16,image_group_16_frame_1566.0.jpg,image_group_16_frame_1566.0-edges.jpg,1,right_most_index
